id,categoria,subcategoria,titulo,contenido,fuente,fuente_url,nivel_confianza,provincia,municipio,lat,lon,fecha_verificacion
OVERPASS-0734,supervivencia,agua potable,agua potable,"agua potable (agua potable). Coordenadas aprox: 36.6890, -6.1506.",OpenStreetMap (Overpass),https://www.openstreetmap.org/?mlat=36.6890269&mlon=-6.1505826,alta,Cádiz,,36.689027,-6.150583,2026-08-28
OVERPASS-0735,supervivencia,agua potable,agua potable,"agua potable (agua potable). Coordenadas aprox: 36.6897, -6.1496.",OpenStreetMap (Overpass),https://www.openstreetmap.org/?mlat=36.6897158&mlon=-6.149588,alta,Cádiz,,36.689716,-6.149588,2026-08-28
OVERPASS-0736,supervivencia,agua potable,agua potable,"agua potable (agua potable). Coordenadas aprox: 36.5968, -6.2259.",OpenStreetMap (Overpass),https://www.openstreetmap.org/?mlat=36.596843&mlon=-6.2259029,alta,Cádiz,,36.596843,-6.225903,2026-08-28
OVERPASS-0737,geografia,farmacia,Farmacia La Reconquista,"Farmacia La Reconquista (farmacia). Coordenadas aprox: 36.1380, -5.4509.",OpenStreetMap (Overpass),https://www.openstreetmap.org/?mlat=36.1379727&mlon=-5.4508581,alta,Cádiz,,36.137973,-5.450858,2026-08-28
OVERPASS-0738,geografia,farmacia,Farmacia María Rosa Martín Jiménez,"Farmacia María Rosa Martín Jiménez (farmacia). Coordenadas aprox: 36.1351, -5.4519.",OpenStreetMap (Overpass),https://www.openstreetmap.org/?mlat=36.1351214&mlon=-5.4518753,alta,Cádiz,,36.135121,-5.451875,2026-08-28
OVERPASS-0739,geografia,farmacia,farmacia,"farmacia (farmacia). Coordenadas aprox: 36.1922, -5.4275.",OpenStreetMap (Overpass),https://www.openstreetmap.org/?mlat=36.1922453&mlon=-5.4275344,alta,Cádiz,,36.192245,-5.427534,2026-08-28
OVERPASS-0740,geografia,farmacia,Farmacia Óptica García Alcalá José Antonio,"Farmacia Óptica García Alcalá José Antonio (farmacia). Coordenadas aprox: 36.1275, -5.4474.",OpenStreetMap (Overpass),https://www.openstreetmap.org/?mlat=36.1275031&mlon=-5.4474261,alta,Cádiz,,36.127503,-5.447426,2026-08-28
OVERPASS-0741,supervivencia,agua potable,agua potable,"agua potable (agua potable). Coordenadas aprox: 36.4210, -5.1549.",OpenStreetMap (Overpass),https://www.openstreetmap.org/?mlat=36.4210066&mlon=-5.1548576,alta,Cádiz,,36.421007,-5.154858,2026-08-28
OVERPASS-0742,geografia,farmacia,La Farmacia del Viento,"La Farmacia del Viento (farmacia). Coordenadas aprox: 36.0226, -5.6118.",OpenStreetMap (Overpass),https://www.openstreetmap.org/?mlat=36.0225518&mlon=-5.611793,alta,Cádiz,,36.022552,-5.611793,2026-08-28
OVERPASS-0743,supervivencia,agua potable,agua potable,"agua potable (agua potable). Coordenadas aprox: 36.9341, -5.2476.",OpenStreetMap (Overpass),https://www.openstreetmap.org/?mlat=36.9340932&mlon=-5.247585,alta,Cádiz,,36.934093,-5.247585,2026-08-28
